Firstname,Surname,Name,Gender,Nation,Team,EventName,ClassName,GroupdName,RaceName,PassingTime,AccumulatedTime,TimeFormatted,NetTime,Time,TimeSmoothed,TimeSmoothedFormatted,Place (total),DiffTimeTotal,DiffTimeTotalFormatted,DiffRoundsTotal,Place (class),DiffTimeClass,DiffTimeClassFormatted,DiffRoundsClass,Place (gender),DiffTimeGender,DiffTimeGenderFormatted,DiffRoundsGender,Starttime,StarttimeFormatted
Markus,Melén,Markus Melén,M,SE,Falu IK SK,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:50:41.8300000,6641830,1:50:41.8,6641830,1:50:41.8,6641830,2023-01-21T12:50:41.8300000,70,779400,12:59.4,0,55,779400,12:59.4,0,70,779400,12:59.4,0,2023-01-21T11:00:00.000000,11:00:00
Jakob,Mörhed,Jakob Mörhed,M,SE,Vaggeryds SOK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:51:28.5200000,6649690,1:50:49.6,6649690,1:50:49.6,6649690,2023-01-21T12:51:28.5200000,71,787200,13:07.2,0,56,787200,13:07.2,0,71,787200,13:07.2,0,2023-01-21T11:00:38.830000,11:00:38
Erik,Boklund,Erik Boklund,M,SE,Stora Skedvi IK SOFF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:51:24.2400000,6665150,1:51:05.1,6665150,1:51:05.1,6665150,2023-01-21T12:51:24.2400000,72,802700,13:22.7,0,57,802700,13:22.7,0,72,802700,13:22.7,0,2023-01-21T11:00:19.090000,11:00:19
Björn,Johannesson,Björn Johannesson,M,SE,Snö & Tö Skidklubb,MoraLoppet 2023,Herr 40-49,Elitled,Moraloppet Tävling,2023-01-21T12:51:13.7700000,6673770,1:51:13.7,6673770,1:51:13.7,6673770,2023-01-21T12:51:13.7700000,73,811300,13:31.3,0,11,507400,8:27.4,0,73,811300,13:31.3,0,2023-01-21T11:00:00.000000,11:00:00
Alexander,Lundh,Alexander Lundh,M,SE,Halmstad Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:51:31.1700000,6678450,1:51:18.4,6678450,1:51:18.4,6678450,2023-01-21T12:51:31.1700000,74,816000,13:36.0,0,58,816000,13:36.0,0,74,816000,13:36.0,0,2023-01-21T11:00:12.720000,11:00:12
Albin,Blomberg,Albin Blomberg,M,SE,Rehns BK,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:51:22.3100000,6682310,1:51:22.3,6682310,1:51:22.3,6682310,2023-01-21T12:51:22.3100000,75,819900,13:39.9,0,59,819900,13:39.9,0,75,819900,13:39.9,0,2023-01-21T11:00:00.000000,11:00:00
David,Unnersjö-Jess,David Unnersjö-Jess,M,SE,All Stripes Sports Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:51:39.3000000,6684170,1:51:24.1,6684170,1:51:24.1,6684170,2023-01-21T12:51:39.3000000,76,821700,13:41.7,0,60,821700,13:41.7,0,76,821700,13:41.7,0,2023-01-21T11:00:15.130000,11:00:15
Johan,Andersson,Johan Andersson,M,SE,Älvdalens IF Skidor,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:52:01.3400000,6698240,1:51:38.2,6698240,1:51:38.2,6698240,2023-01-21T12:52:01.3400000,77,835800,13:55.8,0,61,835800,13:55.8,0,77,835800,13:55.8,0,2023-01-21T11:00:23.100000,11:00:23
Johan,Furunäs,Johan Furunäs,M,SE,IFK Mariefred,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:52:03.5400000,6704990,1:51:44.9,6704990,1:51:44.9,6704990,2023-01-21T12:52:03.5400000,78,842500,14:02.5,0,6,311100,5:11.1,0,78,842500,14:02.5,0,2023-01-21T11:00:18.550000,11:00:18
Simon,Lundgren,Simon Lundgren,M,SE,Tunafors SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:52:05.1600000,6711980,1:51:51.9,6711980,1:51:51.9,6711980,2023-01-21T12:52:05.1600000,79,849500,14:09.5,0,62,849500,14:09.5,0,79,849500,14:09.5,0,2023-01-21T11:00:13.180000,11:00:13
Alfred,Källsmyr,Alfred Källsmyr,M,SE,IK Fryken,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:52:04.7400000,6724740,1:52:04.7,6724740,1:52:04.7,6724740,2023-01-21T12:52:04.7400000,80,862300,14:22.3,0,63,862300,14:22.3,0,80,862300,14:22.3,0,2023-01-21T11:00:00.000000,11:00:00
Tim,Magnusson,Tim Magnusson,M,SE,IFK Mora SK,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:52:17.1900000,6737190,1:52:17.1,6737190,1:52:17.1,6737190,2023-01-21T12:52:17.1900000,81,874700,14:34.7,0,64,874700,14:34.7,0,81,874700,14:34.7,0,2023-01-21T11:00:00.000000,11:00:00
Jonatan,Conradsson,Jonatan Conradsson,M,SE,Hestra IF,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:52:18.6600000,6738660,1:52:18.6,6738660,1:52:18.6,6738660,2023-01-21T12:52:18.6600000,82,876200,14:36.2,0,65,876200,14:36.2,0,82,876200,14:36.2,0,2023-01-21T11:00:00.000000,11:00:00
Johan,Halfvarsson,Johan Halfvarsson,M,SE,Sågmyra sk,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:52:38.4200000,6744160,1:52:24.1,6744160,1:52:24.1,6744160,2023-01-21T12:52:38.4200000,83,881700,14:41.7,0,66,881700,14:41.7,0,83,881700,14:41.7,0,2023-01-21T11:00:14.260000,11:00:14
Andreas,Mannberg,Andreas Mannberg,M,SE,Malungs IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:52:38.6000000,6745390,1:52:25.3,6745390,1:52:25.3,6745390,2023-01-21T12:52:38.6000000,84,882900,14:42.9,0,67,882900,14:42.9,0,84,882900,14:42.9,0,2023-01-21T11:00:13.210000,11:00:13
Kristian,Dahlström,Kristian Dahlström,M,SE,Åmåls OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:00.7200000,6757990,1:52:37.9,6757990,1:52:37.9,6757990,2023-01-21T12:53:00.7200000,85,895500,14:55.5,0,68,895500,14:55.5,0,85,895500,14:55.5,0,2023-01-21T11:00:22.730000,11:00:22
Gustav,Hall,Gustav Hall,M,SE,XC STHLM Ski Club,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:52:38.2400000,6758240,1:52:38.2,6758240,1:52:38.2,6758240,2023-01-21T12:52:38.2400000,86,895800,14:55.8,0,69,895800,14:55.8,0,86,895800,14:55.8,0,2023-01-21T11:00:00.000000,11:00:00
Joakim,Thalin,Joakim Thalin,M,SE,IK Fryken,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:52:57.1800000,6762020,1:52:42.0,6762020,1:52:42.0,6762020,2023-01-21T12:52:57.1800000,87,899600,14:59.6,0,7,368200,6:08.2,0,87,899600,14:59.6,0,2023-01-21T11:00:15.160000,11:00:15
Martin,Ingesson,Martin Ingesson,M,SE,Edsbyns SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:07.5500000,6763560,1:52:43.5,6763560,1:52:43.5,6763560,2023-01-21T12:53:07.5500000,88,901100,15:01.1,0,12,597200,9:57.2,0,88,901100,15:01.1,0,2023-01-21T11:00:23.990000,11:00:23
David,Södergrann,David Södergrann,M,SE,IK Nocout,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:05.3300000,6773640,1:52:53.6,6773640,1:52:53.6,6773640,2023-01-21T12:53:05.3300000,89,911200,15:11.2,0,70,911200,15:11.2,0,89,911200,15:11.2,0,2023-01-21T11:00:11.690000,11:00:11
Eivind,Karfjell,Eivind Karfjell,M,NO,Dikemark IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:11.5000000,6778740,1:52:58.7,6778740,1:52:58.7,6778740,2023-01-21T12:53:11.5000000,90,916300,15:16.3,0,8,384900,6:24.9,0,90,916300,15:16.3,0,2023-01-21T11:00:12.760000,11:00:12
Niklas,Vahlstrand,Niklas Vahlstrand,M,SE,Snö & Tö Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:53:02.6300000,6782630,1:53:02.6,6782630,1:53:02.6,6782630,2023-01-21T12:53:02.6300000,91,920200,15:20.2,0,71,920200,15:20.2,0,91,920200,15:20.2,0,2023-01-21T11:00:00.000000,11:00:00
David,Bergkvist,David Bergkvist,M,SE,Skbore,MoraLoppet 2023,Herr 40-49,Elitled,Moraloppet Tävling,2023-01-21T12:53:10.4100000,6790410,1:53:10.4,6790410,1:53:10.4,6790410,2023-01-21T12:53:10.4100000,92,928000,15:28.0,0,13,624100,10:24.1,0,92,928000,15:28.0,0,2023-01-21T11:00:00.000000,11:00:00
Christian,Ragnar,Christian Ragnar,M,SE,Berga Sok,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:34.7000000,6802100,1:53:22.1,6802100,1:53:22.1,6802100,2023-01-21T12:53:34.7000000,93,939700,15:39.7,0,14,635800,10:35.8,0,93,939700,15:39.7,0,2023-01-21T11:00:12.600000,11:00:12
Emil,Samuelsson,Emil Samuelsson,M,SE,Dponly Ski Club,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:53:27.3900000,6807390,1:53:27.3,6807390,1:53:27.3,6807390,2023-01-21T12:53:27.3900000,94,944900,15:44.9,0,72,944900,15:44.9,0,94,944900,15:44.9,0,2023-01-21T11:00:00.000000,11:00:00
Alexander,Rosenbaum,Alexander Rosenbaum,M,SE,Eds SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:51.4300000,6814320,1:53:34.3,6814320,1:53:34.3,6814320,2023-01-21T12:53:51.4300000,95,951900,15:51.9,0,73,951900,15:51.9,0,95,951900,15:51.9,0,2023-01-21T11:00:17.110000,11:00:17
Johan,Didron,Johan Didron,M,SE,Dponly Ski Club,MoraLoppet 2023,Herr 40-49,Elitled,Moraloppet Tävling,2023-01-21T12:53:34.9600000,6814960,1:53:34.9,6814960,1:53:34.9,6814960,2023-01-21T12:53:34.9600000,96,952500,15:52.5,0,15,648600,10:48.6,0,96,952500,15:52.5,0,2023-01-21T11:00:00.000000,11:00:00
Erik,Danielsson,Erik Danielsson,M,SE,Norrbärke SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:58.7100000,6821660,1:53:41.6,6821660,1:53:41.6,6821660,2023-01-21T12:53:58.7100000,97,959200,15:59.2,0,74,959200,15:59.2,0,97,959200,15:59.2,0,2023-01-21T11:00:17.050000,11:00:17
Ludvig,Åkerhielm,Ludvig Åkerhielm,M,SE,Xcsthlm,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:53:55.1900000,6821750,1:53:41.7,6821750,1:53:41.7,6821750,2023-01-21T12:53:55.1900000,98,959300,15:59.3,0,75,959300,15:59.3,0,98,959300,15:59.3,0,2023-01-21T11:00:13.440000,11:00:13
Mattias,Karlsson,Mattias Karlsson,M,SE,IFK Mora,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:54:06.3900000,6823510,1:53:43.5,6823510,1:53:43.5,6823510,2023-01-21T12:54:06.3900000,99,961100,16:01.1,0,76,961100,16:01.1,0,99,961100,16:01.1,0,2023-01-21T11:00:22.880000,11:00:22
Erik,Slettum,Erik Slettum,M,NO,Røros Motorklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:54:00.7600000,6824480,1:53:44.4,6824480,1:53:44.4,6824480,2023-01-21T12:54:00.7600000,100,962000,16:02.0,0,77,962000,16:02.0,0,100,962000,16:02.0,0,2023-01-21T11:00:16.280000,11:00:16
Andreas,Markeby,Andreas Markeby,M,SE,Halmstad Orienteringsklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:54:07.5200000,6827160,1:53:47.1,6827160,1:53:47.1,6827160,2023-01-21T12:54:07.5200000,101,964700,16:04.7,0,78,964700,16:04.7,0,101,964700,16:04.7,0,2023-01-21T11:00:20.360000,11:00:20
Daniel,Söderlund,Daniel Söderlund,M,SE,Malungs if,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:54:04.0500000,6828450,1:53:48.4,6828450,1:53:48.4,6828450,2023-01-21T12:54:04.0500000,102,966000,16:06.0,0,79,966000,16:06.0,0,102,966000,16:06.0,0,2023-01-21T11:00:15.600000,11:00:15
Måns,Olsen,Måns Olsen,M,SE,Grava SK,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:53:56.3100000,6836310,1:53:56.3,6836310,1:53:56.3,6836310,2023-01-21T12:53:56.3100000,103,973900,16:13.9,0,80,973900,16:13.9,0,103,973900,16:13.9,0,2023-01-21T11:00:00.000000,11:00:00
John,Sterner,John Sterner,M,SE,XC Sthlm Ski Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:54:12.6700000,6839150,1:53:59.1,6839150,1:53:59.1,6839150,2023-01-21T12:54:12.6700000,104,976700,16:16.7,0,81,976700,16:16.7,0,104,976700,16:16.7,0,2023-01-21T11:00:13.520000,11:00:13
Jonas,Häger,Jonas Häger,M,SE,Göteborgs SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:54:40.2000000,6866550,1:54:26.5,6866550,1:54:26.5,6866550,2023-01-21T12:54:40.2000000,105,1004100,16:44.1,0,9,472700,7:52.7,0,105,1004100,16:44.1,0,2023-01-21T11:00:13.650000,11:00:13
Per Erik,Jensen,Per Erik Jensen,M,NO,Team Jensen,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T12:55:02.8900000,6866770,1:54:26.7,6866770,1:54:26.7,6866770,2023-01-21T12:55:02.8900000,106,1004300,16:44.3,0,16,700400,11:40.4,0,106,1004300,16:44.3,0,2023-01-21T11:00:36.120000,11:00:36
Hans,Carlsson,Hans Carlsson,M,SE,Väsby SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:55:18.7100000,6886910,1:54:46.9,6886910,1:54:46.9,6886910,2023-01-21T12:55:18.7100000,107,1024500,17:04.5,0,10,493100,8:13.1,0,107,1024500,17:04.5,0,2023-01-21T11:00:31.800000,11:00:31
Erik,Jansson,Erik Jansson,M,SE,Karlsunds IF SF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:55:23.3600000,6895590,1:54:55.5,6895590,1:54:55.5,6895590,2023-01-21T12:55:23.3600000,108,1033100,17:13.1,0,82,1033100,17:13.1,0,108,1033100,17:13.1,0,2023-01-21T11:00:27.770000,11:00:27
Henrik,Jonsson,Henrik Jonsson,M,SE,Snö & Tö Skidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:55:08.3700000,6897000,1:54:57.0,6897000,1:54:57.0,6897000,2023-01-21T12:55:08.3700000,109,1034600,17:14.6,0,17,730700,12:10.7,0,109,1034600,17:14.6,0,2023-01-21T11:00:11.370000,11:00:11
Carl Henrik,Niper,Carl Henrik Niper,M,SE,IKJ Haninge,MoraLoppet 2023,Herr 40-49,Elitled,Moraloppet Tävling,2023-01-21T12:55:01.0000000,6901000,1:55:01.0,6901000,1:55:01.0,6901000,2023-01-21T12:55:01.0000000,110,1038600,17:18.6,0,18,734700,12:14.7,0,110,1038600,17:18.6,0,2023-01-21T11:00:00.000000,11:00:00
Bill,Engman,Bill Engman,M,SE,Karlslundsif,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:55:24.1400000,6903410,1:55:03.4,6903410,1:55:03.4,6903410,2023-01-21T12:55:24.1400000,111,1041000,17:21.0,0,19,737100,12:17.1,0,111,1041000,17:21.0,0,2023-01-21T11:00:20.730000,11:00:20
Richard,Ahlstedt,Richard Ahlstedt,M,SE,Simlångsdalens IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:55:20.7300000,6905380,1:55:05.3,6905380,1:55:05.3,6905380,2023-01-21T12:55:20.7300000,112,1042900,17:22.9,0,20,739000,12:19.0,0,112,1042900,17:22.9,0,2023-01-21T11:00:15.350000,11:00:15
Magnus,Svensson,Magnus Svensson,M,SE,XC Sthlm,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:55:24.2000000,6907950,1:55:07.9,6907950,1:55:07.9,6907950,2023-01-21T12:55:24.2000000,113,1045500,17:25.5,0,1,0,0:00.0,0,113,1045500,17:25.5,0,2023-01-21T11:00:16.250000,11:00:16
Simon,Jörgensen,Simon Jörgensen,M,SE,Storvreta IK,MoraLoppet 2023,Herr 40-49,Elitled,Moraloppet Tävling,2023-01-21T12:55:19.7700000,6919770,1:55:19.7,6919770,1:55:19.7,6919770,2023-01-21T12:55:19.7700000,114,1057300,17:37.3,0,21,753400,12:33.4,0,114,1057300,17:37.3,0,2023-01-21T11:00:00.000000,11:00:00
Viktor,Medén,Viktor Medén,M,SE,Åsarna IK,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:55:27.4700000,6927470,1:55:27.4,6927470,1:55:27.4,6927470,2023-01-21T12:55:27.4700000,115,1065000,17:45.0,0,83,1065000,17:45.0,0,115,1065000,17:45.0,0,2023-01-21T11:00:00.000000,11:00:00
Henrik,Rådström,Henrik Rådström,M,SE,Snö&Tö Skidklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:12.8200000,6946760,1:55:46.7,6946760,1:55:46.7,6946760,2023-01-21T12:56:12.8200000,116,1084300,18:04.3,0,11,552900,9:12.9,0,116,1084300,18:04.3,0,2023-01-21T11:00:26.060000,11:00:26
Antonio,Cicchetti,Antonio Cicchetti,M,SE,Västerås Skidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:22.9900000,6961460,1:56:01.4,6961460,1:56:01.4,6961460,2023-01-21T12:56:22.9900000,117,1099000,18:19.0,0,22,795100,13:15.1,0,117,1099000,18:19.0,0,2023-01-21T11:00:21.530000,11:00:21
Johan Markus,Daniels,Johan Markus Daniels,M,SE,Orsa Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:19.0400000,6962670,1:56:02.6,6962670,1:56:02.6,6962670,2023-01-21T12:56:19.0400000,118,1100200,18:20.2,0,84,1100200,18:20.2,0,118,1100200,18:20.2,0,2023-01-21T11:00:16.370000,11:00:16
Thomas,Brunkert,Thomas Brunkert,M,SE,Hällbybrunns IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:21.8200000,6967500,1:56:07.5,6967500,1:56:07.5,6967500,2023-01-21T12:56:21.8200000,119,1105100,18:25.1,0,23,801200,13:21.2,0,119,1105100,18:25.1,0,2023-01-21T11:00:14.320000,11:00:14
Victor,SVENSSON,Victor SVENSSON,M,SE,Vassunda IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:35.5800000,6970260,1:56:10.2,6970260,1:56:10.2,6970260,2023-01-21T12:56:35.5800000,120,1107800,18:27.8,0,85,1107800,18:27.8,0,120,1107800,18:27.8,0,2023-01-21T11:00:25.320000,11:00:25
Andreas,Andersson,Andreas Andersson,M,SE,Tunafors SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:27.8500000,6973620,1:56:13.6,6973620,1:56:13.6,6973620,2023-01-21T12:56:27.8500000,121,1111200,18:31.2,0,24,807300,13:27.3,0,121,1111200,18:31.2,0,2023-01-21T11:00:14.230000,11:00:14
Harri,Partanen,Harri Partanen,M,SE,Högbo Gif,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:48.4400000,6984270,1:56:24.2,6984270,1:56:24.2,6984270,2023-01-21T12:56:48.4400000,122,1121800,18:41.8,0,2,76300,1:16.3,0,122,1121800,18:41.8,0,2023-01-21T11:00:24.170000,11:00:24
Fredrik,Samuelsson,Fredrik Samuelsson,M,SE,Dponly Ski Club,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:56:24.5700000,6984570,1:56:24.5,6984570,1:56:24.5,6984570,2023-01-21T12:56:24.5700000,123,1122100,18:42.1,0,86,1122100,18:42.1,0,123,1122100,18:42.1,0,2023-01-21T11:00:00.000000,11:00:00
Aron,Andersson,Aron Andersson,M,SE,Umara SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:46.0300000,6987080,1:56:27.0,6987080,1:56:27.0,6987080,2023-01-21T12:56:46.0300000,124,1124600,18:44.6,0,87,1124600,18:44.6,0,124,1124600,18:44.6,0,2023-01-21T11:00:18.950000,11:00:18
Jan,Larsson Lyckholm,Jan Larsson Lyckholm,M,SE,Kopparbergs IF,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:50.5200000,6997750,1:56:37.7,6997750,1:56:37.7,6997750,2023-01-21T12:56:50.5200000,125,1135300,18:55.3,0,3,89800,1:29.8,0,125,1135300,18:55.3,0,2023-01-21T11:00:12.770000,11:00:12
Petter,Bäckebjörk,Petter Bäckebjörk,M,SE,Kilafors SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:56:56.1100000,7000370,1:56:40.3,7000370,1:56:40.3,7000370,2023-01-21T12:56:56.1100000,126,1137900,18:57.9,0,88,1137900,18:57.9,0,126,1137900,18:57.9,0,2023-01-21T11:00:15.740000,11:00:15
Simon,Larsson,Simon Larsson,M,SE,ik Stern,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:03.4500000,7005450,1:56:45.4,7005450,1:56:45.4,7005450,2023-01-21T12:57:03.4500000,127,1143000,19:03.0,0,89,1143000,19:03.0,0,127,1143000,19:03.0,0,2023-01-21T11:00:18.000000,11:00:18
Simon,Lundberg,Simon Lundberg,M,SE,SK Bore,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:05.2500000,7006300,1:56:46.3,7006300,1:56:46.3,7006300,2023-01-21T12:57:05.2500000,128,1143900,19:03.9,0,90,1143900,19:03.9,0,128,1143900,19:03.9,0,2023-01-21T11:00:18.950000,11:00:18
Vegard,Lans Pedersen,Vegard Lans Pedersen,M,NO,Nybergsund IL,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:06.4600000,7012940,1:56:52.9,7012940,1:56:52.9,7012940,2023-01-21T12:57:06.4600000,129,1150500,19:10.5,0,25,846600,14:06.6,0,129,1150500,19:10.5,0,2023-01-21T11:00:13.520000,11:00:13
Erik,Jonsson,Erik Jonsson,M,SE,Strängnäs Malmby OL,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:11.8800000,7014870,1:56:54.8,7014870,1:56:54.8,7014870,2023-01-21T12:57:11.8800000,130,1152400,19:12.4,0,91,1152400,19:12.4,0,130,1152400,19:12.4,0,2023-01-21T11:00:17.010000,11:00:17
Susanne,Hedlund,Susanne Hedlund,F,SE,Bjursås IK,MoraLoppet 2023,Dam 40-,Elitled,Moraloppet Tävling,2023-01-21T12:57:02.9800000,7022980,1:57:02.9,7022980,1:57:02.9,7022980,2023-01-21T12:57:02.9800000,131,1160500,19:20.5,0,1,0,0:00.0,0,1,0,0:00.0,0,2023-01-21T11:00:00.000000,11:00:00
Fredrik,Helander,Fredrik Helander,M,SE,Turebergs IF Skidor,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:21.4800000,7026250,1:57:06.2,7026250,1:57:06.2,7026250,2023-01-21T12:57:21.4800000,132,1163800,19:23.8,0,26,859900,14:19.9,0,131,1163800,19:23.8,0,2023-01-21T11:00:15.230000,11:00:15
Henrik,Rönnmark,Henrik Rönnmark,M,SE,Ulricehamns IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:20.8600000,7027320,1:57:07.3,7027320,1:57:07.3,7027320,2023-01-21T12:57:20.8600000,133,1164900,19:24.9,0,27,861000,14:21.0,0,132,1164900,19:24.9,0,2023-01-21T11:00:13.540000,11:00:13
Kim,Åleheim,Kim Åleheim,M,SE,Nybro Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:27.4200000,7029560,1:57:09.5,7029560,1:57:09.5,7029560,2023-01-21T12:57:27.4200000,134,1167100,19:27.1,0,92,1167100,19:27.1,0,133,1167100,19:27.1,0,2023-01-21T11:00:17.860000,11:00:17
Johan,Hugoh,Johan Hugoh,M,SE,Göteborgs SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:29.2300000,7030070,1:57:10.0,7030070,1:57:10.0,7030070,2023-01-21T12:57:29.2300000,135,1167600,19:27.6,0,93,1167600,19:27.6,0,134,1167600,19:27.6,0,2023-01-21T11:00:19.160000,11:00:19
Rickard,Uske,Rickard Uske,M,SE,Tunafors,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:57:36.9100000,7042970,1:57:22.9,7042970,1:57:22.9,7042970,2023-01-21T12:57:36.9100000,136,1180500,19:40.5,0,94,1180500,19:40.5,0,135,1180500,19:40.5,0,2023-01-21T11:00:13.940000,11:00:13
Ronny,Wedin,Ronny Wedin,M,SE,Team Pumpen SK,MoraLoppet 2023,Herr 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:57:37.0500000,7057050,1:57:37.0,7057050,1:57:37.0,7057050,2023-01-21T12:57:37.0500000,137,1194600,19:54.6,0,95,1194600,19:54.6,0,136,1194600,19:54.6,0,2023-01-21T11:00:00.000000,11:00:00
